0,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua&Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia&Herzegovina,Botswana,Brazil,BruneiDarussalem,Bulgaria,BurkinaFaso,Burma,Burundi,Cambodia,Cameroon,Canada,CapeVerde,CentralAfricanRepublic,Chad,Chile,China,Colombia,Comoros,Congo,CongoDemocratic,CostaRica,CotedIvoire,Croatia,Cuba,Cyprus,CzechRepublic,Denmark,Djibouti,Dominica,DominicanRepublic,Ecuador,Egypt,ElSalvador,EquatorialGuinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatamala,Guinea,Guinea-Bissau,Guyana,Haiti,HolySee(VaticanCity),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,KoreaNorth,KoreaSouth,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,MarshallIslands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,NewZealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palau,Panama,PapuaNewGuinea,Paraguay,Peru,Phillipines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,St.Kitts&Nevis,St.Lucia,St.Vincent&TheGrenadines,Samoa,SanMarino,SaoTome&Principe,SaudiArabia,Senegal,Serbia,Seychelles,SierraLeone,Singapore,Slovakia,Slovenia,SolomonIslands,Somalia,SouthAfrica,SouthSudan,Spain,SriLanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad&Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,Ukraine,UnitedArabEmirates,UnitedKingdom,UnitedStates,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Swaziland,0.185,0.08,0.08,0.08,0.226,0.112,0.052,0.112,0.028,0.028,0.147,0.112,0.185,0.226,0.08,0.08,0.416,0.147,0.147,0.112,0.08,0.147,0.316,0.028,0.226,0.01,0.226,0.147,0.27,0.147,0.185,0.028,0.08,0.185,0.27,0.028,0.01,0.052,1.81,0.112,0.226,0.028,0.112,0.052,0.028,0.08,0.028,0.028,1.81,0.147,0.052,0.052,1.032,0.08,0.147,0.316,0.052,0.894,0.226,0.08,0,0.226,0.27,0.08,0,0.185,0.01,0.112,0.028,0.147,0.112,0.185,0.08,0.08,0.052,0.028,0.147,1.103,0.08,0.052,0.112,0.08,0.028,0,0.08,0.01,0.147,0.112,1.896,0.08,0.147,0.028,0.052,0.64,0.185,0.08,0.028,0.112,0.365,0.185,0.112,0.112,0.052,0.112,0.08,1.81,0.365,0.416,0.185,0.185,0.112,0.112,0.112,0.416,0.028,0.08,0.08,0.185,0.112,0.08,0.08,2.82,0.316,0.08,0.27,0.01,0.052,0.052,0.112,0.112,0.052,0.185,0.08,0.112,0.052,0.185,0.147,0.052,0.08,0.028,0.028,0.581,0.028,0.01,0.316,0.147,0.112,0.147,0.112,0.08,0.147,0.052,0.316,0.052,0.316,0.147,0.185,0.112,0.028,0.112,0.27,5.362,0.27,0.01,0.226,0.365,0.112,0,0.028,0.052,0.185,1.103,0.147,1.896,0.147,0.185,0.112,0.08,0.147,0.08,0.01,0.185,0.08,0.316,0.028,0.581,0.365,0.962,0.08,0.147,0.052,0.028,0.08,0.365,0.365,0.365
Sweden,1.103,3.12,2.16,0.01,1.25,0.028,2.16,0.469,2.16,3.326,1.25,0.01,0.365,1.983,0.028,1.25,3.326,0.028,0.226,0.01,1.032,4.303,0.416,2.251,0.416,2.251,0.226,0.416,0.052,0.316,0.365,2.251,0.112,0.01,0.028,2.16,3.326,2.071,0.028,0.701,1.983,0.469,0.365,3.222,2.251,3.222,4.417,10,0.08,0.01,1.103,1.176,2.251,1.032,0.112,0.764,6.757,1.032,0.028,8.396,4.417,0.316,0.147,2.071,7.022,0.469,3.326,0.01,1.81,0.147,0.01,0.01,0.147,2.251,1.726,4.417,3.968,2.251,2.251,2.251,1.326,3.222,3.222,3.326,0.08,2.251,1.25,0.524,1.983,0,1.81,2.251,3.968,1.25,0.08,1.643,6.757,1.25,0.052,0.052,1.25,0.01,6.889,0.469,4.303,0.112,0.028,1.326,0.185,0.185,0.416,0.01,0.185,0.316,2.16,0.01,1.726,0.052,1.103,1.983,2.251,1.726,0.764,0,0.316,4.417,1.176,0.894,0.028,2.16,7.022,0.469,2.251,0.01,1.103,0.01,0.962,0.581,1.326,7.022,3.222,1.25,2.251,4.417,0.894,0.01,0.028,0.01,0.01,0.052,0.01,2.251,0.416,4.417,0.052,0.028,1.032,1.326,3.222,0,0.185,2.251,0.052,4.417,1.176,1.983,0.01,0.028,0,4.417,2.071,0.028,0.028,1.896,3.222,0.028,0.052,0.01,0.052,1.25,4.417,0.028,0,1.103,3.326,3.12,4.417,7.022,1.176,0.416,0.01,1.326,2.16,0.524,1.482,1.81
Switzerland,0.469,3.12,2.251,0.01,0.524,0.01,2.251,0.469,1.326,7.022,1.25,0.01,0.469,1.25,0.01,1.25,4.417,0.01,0.27,0,1.103,3.222,0.01,3.326,0.365,3.326,0.316,0.416,0.028,0.226,1.81,4.417,0.147,0.01,0.01,2.251,3.326,2.16,0.01,0.316,1.983,1.983,1.896,4.417,3.222,3.222,4.417,4.417,0.08,0.01,1.983,2.071,4.417,0.416,0.147,0.147,0.524,1.176,0.01,4.417,7.022,0.365,0.226,1.25,7.022,2.071,3.326,0.01,1.032,0.27,0.01,0.01,0.08,1.403,0.365,2.251,1.103,3.326,2.251,2.251,0.64,4.417,4.417,5.732,0.052,3.326,3.12,1.25,2.071,0,1.032,2.251,4.079,2.251,0.052,0.185,2.071,4.303,0.052,0.08,2.251,0.962,0.581,2.82,4.191,0.764,0.01,2.251,0.701,0.316,1.103,0,0.226,1.726,2.251,0,0.316,0.416,0.316,1.103,4.417,0.962,0.27,0,0.894,4.417,1.176,0.27,0.028,2.16,4.417,1.25,2.251,0,0.469,0.01,1.896,2.16,2.16,4.417,3.326,1.326,3.326,4.417,0.894,0.01,0.01,0,0,0.01,0.01,2.251,1.176,4.417,0.028,0.08,2.919,2.251,4.303,0,0.08,4.417,0.01,4.417,1.25,1.25,0.01,0.052,4.417,0,1.326,0.028,0.01,1.983,4.417,0.01,0.052,0,0.028,3.12,4.417,0.01,0,0.469,4.417,3.222,4.417,7.022,2.071,0.962,0,2.251,2.16,0.524,0.147,0.962
Syria,0.524,0.524,1.326,0.112,0.524,0.147,2.16,1.983,1.176,2.16,0.524,0.08,3.019,0.524,0.185,2.071,2.16,0.08,0.27,0.028,0.416,0.581,0.185,2.16,0.469,2.16,0.365,0.365,0.226,0.365,0.365,2.071,0.316,0.112,0.112,1.25,2.071,0.469,0.08,0.316,0.469,0.416,0.365,0.581,2.16,4.191,2.16,1.25,0.316,0.08,0.416,0.469,5.484,0.416,0.316,1.103,0.469,0.469,0.226,1.25,3.12,0.416,0.416,0.524,3.12,0.469,2.16,0.147,0.365,0.416,0.08,0.226,0.316,1.25,0.365,2.16,0.316,2.16,2.16,2.16,1.326,0.524,0.581,2.16,0.226,2.16,3.12,0.524,0.524,0.01,1.032,1.25,0.416,2.16,0.316,0.316,0.416,2.251,0.27,0.27,1.326,0.052,0.469,0.416,0.524,0.27,0.185,2.16,0.316,0.365,0.416,0.028,1.81,0.365,0.581,0.028,0.416,0.185,0.469,0.416,2.16,0.365,0.316,0.01,0.365,2.16,0.469,0.316,0.27,0.581,1.25,2.071,1.326,0.028,0.416,0.185,0.469,0.524,0.581,2.16,0.524,3.12,2.16,1.326,0.316,0.08,0.112,0.028,0.08,0.185,0.028,2.16,1.176,2.16,0.185,0.185,0.469,1.25,0.524,0.028,0.365,2.071,0.112,3.12,0.524,1.25,0.147,0.185,2.071,1.326,0,0.052,0.226,0.416,0.581,0.08,0.185,0.028,0.185,1.326,2.16,0.894,0.01,0.416,2.16,2.16,3.019,1.983,0.524,0.416,0.052,2.071,0.524,2.16,0.365,0.469
Taiwan,0.052,0.028,0.028,0.028,0.028,0.08,0.316,0.01,3.75,0.416,0.01,0.112,0.052,0.316,0.052,0.028,0.028,1.403,0.052,0.028,0.112,0.052,0.08,0.27,1.81,0.01,1.032,0.962,0.028,1.032,0.052,0.894,0.028,0.028,0.416,0.416,2.722,0.316,0.028,0.01,0.028,0.27,0.028,0.028,0.316,0.01,0.469,0.028,0.052,0.052,1.403,0.365,0.028,1.562,0.028,0.052,0.028,0.028,0.316,0.08,0.416,0.028,1.032,0.028,0.581,0.028,0.01,0.052,1.403,0.052,0.052,0.028,1.25,1.326,1.482,0.028,0.052,0.416,2.342,0.01,0.052,0.028,0.112,0.028,0.112,3.75,0.028,0.052,0.028,0.524,0.052,3.858,0.028,0.08,0.052,0.365,0.01,0.01,0.052,0.028,0.052,0.052,0.01,0.185,0.028,0.052,1.103,3.326,0.08,0.028,0.028,1.25,0.052,0.052,0.416,0.112,0.028,0.028,0.226,0.028,0.028,0.052,0.028,0.524,0.185,0.469,0.416,1.403,0.052,0.052,0.052,0.052,0.08,2.342,1.726,0.316,1.176,0.365,2.722,0.01,0.01,0.147,0.028,0.01,0.08,0.469,0.052,0.469,0.08,0.052,1.103,0.028,0.028,0.01,0.028,0.028,3.75,0.052,0.028,1.25,0.028,0.052,0.028,0.052,0.316,0.01,0.08,1.103,0.028,0.028,0.052,0,0.028,0.028,1.562,0.185,0.028,0.052,0.028,0.01,0.028,0.028,0.469,0.052,0.01,0.147,0.416,3.968,0.185,0.147,0.052,0.365,3.75,0.028,0.052,0.08
Tajikistan,3.858,0.147,0.112,0.147,0.08,0.185,0.028,0.27,0.01,0.365,0.316,0.226,0.185,0.08,0.226,0.894,0.365,0.185,0.08,0.147,0.185,0.147,0.27,0.01,0.147,0.052,0.147,0.112,0.226,0.185,0.08,0.01,0.226,0.147,0.147,0.052,0.962,0.052,0.08,0.08,0.08,0.08,0.08,0.112,0.01,0.112,0.052,0.01,0.112,0.226,0.052,0.112,0,0.08,0.185,0.27,0.226,0.226,0.226,0.052,0.316,0.112,0.185,0.316,0.962,0.052,0.01,0.185,0.052,0.147,0.185,0.226,0.08,0.469,0.052,0.028,0.27,0.962,0.028,0.147,0.112,0.052,0.052,0,0.185,0.365,0.147,0.962,0.112,0.08,0.185,0.028,0.185,0.185,3.968,0.226,0.27,0.112,0.27,0.185,0.028,0.226,0.185,0.27,0.226,0.185,0.27,0.028,0.226,0.147,0.27,0.112,0.147,0.226,0.052,0.185,0.365,0.226,0.27,0.226,0.028,0.147,0.147,0.112,0.226,0,0.147,0.112,0.185,0.028,0.052,0.08,0.64,0.112,0.052,0.226,0.147,0.052,0.028,0.028,0.01,0.052,0.028,0.365,0.226,0.185,0.185,0.185,0.185,0.147,0.112,0.028,0.052,0.112,0.27,0.185,0.08,0.226,0.185,0.112,0.226,0.01,0.147,0,0.08,0.112,0.226,0.147,0.028,0.01,0.226,0.028,0,0.112,0.01,0.185,0.147,0.185,0.185,0.112,0.469,0.416,0.112,0.226,0.416,0.08,0.962,0.962,0.112,2.82,0.112,0.028,0.112,0.185,0.226,0.226
Tanzania,0.365,0.416,0.416,0.028,0.469,0.147,0.316,0.316,0.365,0.416,0.416,0.08,0.416,0.416,0.112,0.365,1.896,0.052,0.316,0.052,0.316,0.365,0.365,1.032,0.27,0.316,0.316,0.27,2.722,0.185,0.416,1.896,0.226,0.147,0.27,0.27,1.896,0.316,1.896,0.316,1.103,0.226,0.365,0.316,1.103,0.416,0.365,1.032,1.983,0.112,0.316,0.316,4.191,0.226,0.226,0.469,0.316,2.071,0.147,1.032,1.81,0.416,0.316,0.316,2.625,0.416,0.416,0.112,0.147,0.27,0.08,0.08,0.112,1.032,0.185,0.365,0.416,4.079,1.103,0.469,0.416,1.103,0.365,2.625,0.226,1.896,0.469,0.365,5.484,0.028,0.27,0.828,0.316,0.469,0.185,0.147,0.27,0.469,0.365,0.27,0.469,0.08,0.316,0.365,0.316,1.983,1.032,0.416,0.365,0.365,0.416,0.028,0.27,0.469,0.27,0.052,0.185,0.226,0.27,0.226,0.469,4.191,0.416,0.028,0.365,1.896,0.316,0.185,0.226,1.103,0.416,0.469,0.469,0.028,0.147,0.112,0.27,0.27,0.365,1.032,0.416,1.032,0.416,1.896,1.983,0.112,0.112,0.052,0.08,0.08,0.052,1.983,0.416,0.316,1.726,0.316,0.416,0.316,0.316,0.028,0.416,5.484,0.365,0.828,0.416,2.071,0.08,1.896,1.896,1.983,0.416,0.028,0.112,0,0.469,0.052,0.226,0.052,0.27,0.469,0.316,0.147,0.028,2.071,0.316,1.983,2.625,1.25,0.365,0.226,0.028,0.27,0.701,1.103,1.176,1.176
Thailand,0.524,0.469,0.581,0.01,0.469,0.01,2.16,0.416,4.417,4.417,0.524,0.01,3.019,4.303,0.01,0.524,2.251,0.01,0.08,0.365,0.316,0.524,0.028,2.251,4.191,1.326,0.147,5.484,0.028,2.919,0.27,2.251,0.08,0.01,0.028,2.16,7.022,0.469,0.416,0.112,0.416,0.416,0.316,0.581,1.25,0.581,2.251,4.303,0.828,0.01,0.365,0.469,4.417,0.27,0.052,0.316,0.469,1.103,0.08,3.222,3.326,0.185,0.147,0.469,4.417,0.469,3.222,0.01,0.316,0.08,0.01,0.01,0.08,1.25,0.226,2.251,0.365,7.022,7.022,2.251,2.16,0.581,3.222,3.222,0.028,4.417,2.16,1.25,3.12,0,1.032,7.022,0.365,4.303,0.112,3.968,0.416,0.581,0.052,0.052,0.581,0.01,0.469,1.103,0.469,0.64,0.052,8.396,1.032,0.185,0.416,0.01,0.08,0.365,2.16,0.01,0.185,0.052,1.032,0.226,2.251,0.416,0.112,0,2.919,4.417,3.12,0.226,0.028,1.25,3.12,3.12,4.417,0.01,0.962,0.08,0.365,1.176,7.022,2.251,2.16,3.222,2.251,4.417,0.27,0.028,0.01,0.01,0.01,0.01,0.01,2.251,1.103,0.581,0.052,0.052,6.889,1.25,0.524,0.01,0.27,3.222,0.028,3.222,6.889,0.581,0.01,0.147,3.222,4.417,0.581,1.562,0.01,0.469,0,0.416,0.028,0.01,0.028,0.581,3.222,0.01,0,0.416,1.326,3.222,4.417,5.607,0.524,0.416,0.01,0.581,7.022,0.581,0.226,0.365
Timor-Leste,0.147,0.08,0.08,0.185,0.112,0.112,0.028,0.08,1.896,0.01,0.052,0.147,0.052,0.112,0.147,0.028,0.365,0.112,0.112,0.112,0.112,0.147,0.226,0.365,0.226,0.01,0.08,0.112,0.185,0.27,0.08,0.01,0.147,0.185,0.147,0.08,0.962,0.08,0.147,0.112,0.08,0.028,0.052,0.08,0.416,0.052,0.01,0.01,0.147,0.226,0.052,0.185,0,0.052,0.112,0.147,0.08,0.08,0.226,0.052,0,0.112,0.08,0.052,0,0.052,0.01,0.185,0.028,0.147,0.27,0.185,0.112,0.416,0.028,0.028,0.147,0,1.032,0.028,0.08,0.052,0.01,0,0.112,0.365,0.08,0.052,0.08,0.112,0.112,0.416,0.052,0.052,0.185,0.27,0.052,0.052,0.226,0.147,0.052,0.226,0.08,0.147,0.08,0.147,0.185,1.032,0.185,0.147,0.147,0.147,0.112,0.226,0.052,0.185,0.112,0.226,0.185,0.147,0.028,0.64,0.185,0.112,0.226,0,0.64,0.052,0.185,0.028,0.028,0.028,0.028,0.147,0.08,0.316,0.147,0.112,0.469,0.01,1.032,0.028,0.028,0,0.147,0.147,0.112,0.147,0.27,0.185,0.147,0.01,0.052,0.052,0.185,0.147,0.524,0.112,0.08,0.185,0.147,0.01,0.147,0,0.112,0.052,0.226,0.185,0.028,0.01,0.08,0.185,0.185,0.052,0.416,0,0.147,0.185,0.08,0.052,0.01,0.185,0.112,0.112,0.01,0.028,0,0.962,0.112,0.185,0.185,0.028,0.028,0.08,0.147,0.27
Togo,0.112,0.112,0.416,0.226,2.071,0.185,0.08,0.147,0.028,0.028,0.112,0.147,0.08,0.147,0.112,0.08,0.701,0.052,1.176,0.08,0.147,0.112,0.226,0.147,0.147,0.112,1.103,0.08,0.27,0.147,2.071,0.581,1.896,0.365,0.27,0.112,1.032,0.112,0.08,2.071,4.079,0.052,3.019,0.147,0.316,0.08,0.112,0.08,0.147,0.185,0.08,0.08,0.64,0.08,0.469,0.27,0.147,0.894,0.185,0.147,1.81,3.019,0.365,0.147,1.032,5.362,0.052,0.112,0.028,0.365,0.185,0.147,0.226,0.894,0.052,0.052,0.27,0.416,0.052,0.052,0.112,0.147,0.147,0.01,0.147,0.028,0.147,0.052,0.226,0.052,0.147,0.08,0.112,0.112,0.112,0.112,0.112,0.316,0.27,0.416,0.894,0.112,0.112,0.27,0.147,0.27,0.27,0.028,0.08,1.103,0.147,0.052,0.365,0.27,0.052,0.08,0.08,0.226,0.147,0.147,0.962,0.27,1.983,0.052,0.112,0.028,0.147,0.052,0.416,3.019,0.112,0.052,0.052,0.052,0.08,0.112,0.226,0.147,0.028,0.052,1.81,0.052,0.08,0.052,0.316,0.08,0.185,0.08,0.112,0.112,0.416,0.112,0.469,0.27,0.226,0.316,0.052,0.147,0.147,0.052,0.185,1.81,0.226,1.25,0.052,0.185,0.112,0.112,0.052,0.052,0.185,0.028,0.147,0.226,0.028,0.147,0,0.08,0.226,0.365,0.028,0.226,0.052,0.316,0.08,0.052,0,0.962,0.147,0.08,0.112,0.08,0.052,0.226,0.365,0.365
Tonga,0.052,0.028,0.01,0.112,0.028,0.112,0.01,0.052,1.032,0,0.028,0.185,0.052,0.028,0.147,0.028,0,0.112,0.028,0.147,0.08,0.052,0.226,0,0.08,0.01,0.052,0.052,0.112,0.112,0.028,0,0.08,0.147,0.08,0.01,0.962,0.028,0.08,0.052,0.028,0.01,0.028,0.028,0,0.028,0.01,0,0.052,0.185,0.028,0.052,0,0.028,0.112,0.112,0.052,0.052,2.436,0.01,0,0.052,0.052,0.028,0,0.028,0,0.701,0.028,0.08,0.147,0.701,0.052,0.01,0.028,0.01,0.08,0,0.01,0.01,0.028,0.01,0.01,0,0.112,0,0.028,0.028,0.028,0.226,0.08,0.01,0.052,0.028,0.147,0.08,0.028,0.028,0.147,0.112,0.01,0.185,0.028,0.08,0.052,0.08,0.147,0.01,0.112,0.052,0.112,0.185,0.08,0.147,0.01,0.226,0.112,0.147,0.147,0.08,0.01,0.052,0.08,0.185,0.147,0.316,0.581,0.052,0.112,0.01,0.01,0.028,0.01,0.112,0.028,0.27,0.052,0.028,0.01,0,0,0.01,0.01,0,0.112,0.147,0.64,0.64,0.27,0.08,0.08,0,0.028,0.01,0.185,0.112,0.028,0.028,0.052,0.147,0.112,0,0.112,0,0.028,0.028,0.147,0.08,0.01,0,0.028,0.052,0.185,0.052,0.01,0.185,0.08,0,0.08,0.028,0,0.185,0.226,0.112,0,0.01,0.962,0,0.052,0.08,0.316,0.01,0.01,0.052,0.112,0.112
Trinidad & Tobago,0.08,0.08,0.147,0.08,0.185,1.81,0.581,0.185,0.469,0.028,0.112,0.27,0.112,0.112,1.896,0.112,0.416,0.112,0.185,0.08,0.316,0.052,0.185,1.176,0.112,0.028,0.185,0.147,0.316,0.112,0.147,1.176,0.226,0.112,0.147,0.764,0.416,0.316,0.08,0.112,0.185,0.894,0.185,0.08,0.894,0.052,0.028,0.028,0.08,0.365,0.962,0.27,0.01,0.316,0.226,0.27,0.112,0.27,0.226,0.052,1.726,0.226,0.316,0.147,0.962,0.185,0.028,3.75,0.764,1.482,0.112,2.722,0.365,0.524,0.316,0.028,0.316,1.032,0.028,0.052,0.08,0.185,0.112,0,2.82,0.416,0.112,0.052,0.147,0.052,0.112,0.052,0.112,0.147,0.185,0.112,0.08,0.112,0.27,0.226,0.052,0.147,0.08,0.185,0.08,0.185,0.316,0.028,0.112,0.185,0.185,0.147,0.08,0.226,0.828,0.112,0.112,0.226,0.185,0.08,0.08,0.185,0.226,0.052,0.147,0.469,0.27,0.185,0.147,1.403,0.112,0.052,0.052,0.08,1.562,0.185,0.316,0.226,0.08,0.028,0.028,0.08,0.028,0.01,0.316,0.316,1.896,0.962,0.08,0.112,0.147,0.08,0.185,0.052,0.226,0.27,0.052,0.112,0.052,0.052,0.147,0.416,0.226,0.01,0.147,0.147,3.536,0.147,0.052,0.028,0.185,0.028,0.185,0.27,0.028,0.08,0.226,0.08,0,0.147,0.028,0.226,0.052,0.894,0.028,0.08,1.81,3.75,0.27,0.112,0.08,5.12,0.08,0.112,0.27,0.226
Tunisia,0.469,0.524,4.417,0.08,0.524,0.147,2.071,0.469,0.469,2.16,0.524,0.052,1.983,0.469,0.08,0.469,2.16,0.052,0.416,0.028,0.365,0.524,0.112,2.16,0.365,1.25,0.365,0.316,0.185,0.226,1.103,2.16,0.416,0.27,0.226,0.524,2.071,0.469,0.052,0.416,1.25,0.416,1.176,0.581,1.25,0.581,2.16,0.581,0.27,0.08,0.416,0.469,5.607,0.316,0.365,0.416,0.469,0.469,0.08,2.071,8.115,1.176,0.416,0.469,3.12,0.524,2.16,0.052,0.316,0.416,0.147,0.08,0.226,0.524,0.27,2.16,0.416,2.16,2.071,0.581,1.326,0.524,0.581,4.303,0.112,2.16,3.12,0.524,0.524,0.01,0.416,0.581,0.469,0.581,0.226,0.226,0.469,1.326,0.185,0.365,1.326,0.052,0.469,0.469,0.524,0.316,0.185,0.581,0.316,0.469,1.983,0.028,1.103,0.365,0.524,0.028,0.365,0.27,0.365,0.416,3.222,0.365,0.365,0.01,0.316,3.12,0.469,0.316,0.316,0.581,1.25,2.071,1.25,0.028,0.365,0.08,0.416,0.524,0.524,2.16,2.16,3.12,2.16,2.16,0.316,0.08,0.112,0.028,0.052,0.185,0.112,2.16,2.071,2.071,0.226,0.185,0.416,0.524,0.524,0.01,0.316,2.16,0.147,2.16,0.524,0.581,0.112,0.08,1.25,3.12,1.326,0.01,0.112,0.469,0.581,0.052,0.365,0.028,0.147,0,1.326,0.185,0.01,0.416,1.25,1.25,3.019,2.071,0.524,0.365,0.028,0.524,0.469,0.581,0.365,0.416
Turkey,3.019,3.12,1.326,0.01,0.524,0.01,2.16,0.524,2.16,4.417,3.12,0.01,3.968,1.25,0.028,3.12,3.326,0.01,0.226,0,0.365,3.222,0.01,3.222,0.469,5.732,0.112,0.365,0.028,0.27,0.316,3.222,0.147,0.01,0.01,1.326,3.326,0.524,0.01,0.147,1.103,1.032,0.416,4.417,2.16,3.222,4.417,4.417,0.052,0.01,0.469,0.524,7.022,0.27,0.08,0.226,2.071,1.032,0.028,4.417,4.417,0.316,0.581,4.303,5.732,0.524,5.732,0.01,0.316,0.226,0.01,0.01,0.112,2.251,0.226,4.417,0.416,3.326,3.222,3.326,2.251,3.222,4.417,5.732,0.052,3.326,4.303,2.16,1.983,0,0.416,2.251,2.919,2.251,2.16,0.701,4.191,3.222,0.028,0.052,1.326,0.01,1.25,2.919,3.12,0.052,0.01,3.222,0.226,0.226,1.103,0,0.226,0.27,2.16,0,3.968,0.028,0.962,2.919,4.417,0.185,0.08,0,0.316,4.417,1.983,0.185,0.028,0.64,3.326,3.019,3.222,0.01,0.416,0.028,0.365,0.581,2.16,4.417,5.607,4.303,4.417,7.022,0.185,0.01,0.01,0,0.01,0.028,0.01,3.326,2.919,3.222,0.028,0.028,2.82,3.222,4.303,0,1.25,3.222,0.028,4.417,0.581,1.25,0.01,0.01,4.417,4.417,2.16,0.028,0.469,0.316,3.222,0.01,0.028,0,0.028,1.326,0,0.052,0,1.726,8.396,2.251,7.022,7.022,0.524,2.919,0,2.16,1.326,1.25,0.147,0.316
Turkmenistan,2.625,0.147,0.185,0.226,0.112,0.226,0.052,1.81,0.01,0.416,0.894,0.226,0.226,0.147,0.226,0.962,0.416,0.185,0.147,0.147,0.226,0.147,0.27,0.01,0.185,0.112,0.226,0.185,0.27,0.226,0.112,0.01,0.27,0.226,0.226,0.08,0.962,0.08,0.112,0.112,0.112,0.08,0.112,0.112,0.028,0.185,0.052,0.028,0.147,0.27,0.08,0.147,0.01,0.147,0.226,0.316,0.226,0.226,0.27,0.08,0.962,0.185,0.226,0.962,0.962,0.08,0.028,0.185,0.08,0.185,0.226,0.226,0.112,0.052,0.052,0.052,0.27,0.962,0.052,0.147,0.147,0.052,0.052,0,0.185,0.365,0.185,0.894,0.147,0.112,0.226,0.028,0.185,0.226,1.032,0.226,0.27,0.185,0.27,0.27,0.052,0.226,0.27,0.27,0.226,0.226,0.316,0.028,0.226,0.185,0.27,0.112,0.226,0.27,0.052,0.185,0.365,0.27,0.316,0.226,0.052,0.185,0.226,0.112,0.27,0,0.147,0.147,0.226,0.028,0.08,0.112,0.581,0.112,0.08,0.27,0.226,0.08,0.028,0.052,0.01,0.052,0.524,0.365,0.27,0.185,0.226,0.185,0.226,0.226,0.112,0.469,0.08,0.147,0.316,0.226,0.08,0.27,0.185,0.112,0.226,0.01,0.147,0,0.112,0.147,0.226,0.185,0.028,0.01,0.894,0.028,0.416,0.147,0.01,0.185,0.226,0.185,0.226,0.185,0.052,0,0.112,0.226,1.176,0.08,0.962,0.962,0.147,1.726,0.185,0.028,0.112,0.226,0.27,0.27
Tuvalu,0.028,0.028,0.01,0.147,0.01,0.08,0,0.028,0,0,0.028,0.112,0.028,0.01,0.08,0.028,0,0.08,0.028,0.147,0.052,0.01,0.112,0,0.028,0,0.052,0.028,0.112,0.052,0.028,0,0.052,0.112,0.112,0.01,0,0.01,0.112,0.028,0.01,0.01,0.01,0.01,0,0.01,0,0,0.052,0.112,0.01,0.01,0,0.028,0.052,0.08,0.028,0.028,1.25,0,0,0.028,0.052,0.028,0,0.01,0,0.112,0.01,0.052,0.112,0.08,0.052,0,0.028,0,0.052,0,0,0.01,0.01,0.01,0,0,0.052,0,0.01,0.01,0.01,0.27,0.052,0,0.052,0.01,0.08,0.052,0.028,0.01,0.112,0.08,0.01,0.147,0.028,0.052,0.028,0.052,0.112,0,0.08,0.052,0.052,0.185,0.052,0.052,0.01,0.185,0.052,0.112,0.052,0.052,0,0.028,0.028,0.226,0.052,0,0.028,0.028,0.08,0,0,0.01,0,0.147,0.01,0.147,0.028,0.01,0,0,0,0.01,0,0,0.052,0.112,0.08,0.112,0.185,0.112,0.08,0,0.01,0.01,0.112,0.08,0.01,0.01,0.01,0.147,0.08,0,0.112,0,0.01,0.01,0.112,0.08,0,0,0.01,0.469,0.112,0.028,0,0.112,0.052,0.226,0.052,0.01,0,0.112,0,0.052,0,0.01,0,0,0.028,0.052,0.226,0,0.01,0.028,0.052,0.052
